date,interest_rate,gdp_growth,market_index
2020-01-31,0.016310327633060513,0.015259191419268646,0.002515825322745859
2020-02-29,0.017688644322040023,0.01973244171008425,-0.06000252985994933
2020-03-31,0.015244378507571276,0.03362948517925294,0.021971261327246444
2020-04-30,0.01692871376026251,0.028661615852308635,-0.06694421922768455
2020-05-31,0.0548636571850634,0.01809080731542644,0.02746786668303146
2020-06-30,0.03298274320609274,0.01525546304238436,0.02566217095386769
2020-07-31,0.04480271045215375,0.01883148529302881,0.06411967190894988
2020-08-31,0.012999799751965874,0.026279902949295653,0.01805234402650962
2020-09-30,0.03592170905114092,0.020558326802953462,-0.010513675126784201
2020-10-31,0.04011613288721925,0.015575512141478745,0.017122960125842156
2020-11-30,0.05836040860476002,0.01929711228933572,0.0742502973033267
2020-12-31,0.058841950228081016,0.01697159148305666,0.08546627578469113
2021-01-31,0.02988582618269213,0.020247003345795225,0.009940468057368687
2021-02-28,0.06789387109801465,0.017002658584019007,-0.048081172617348684
2021-03-31,0.013349923949697423,0.016268808480325823,0.058368484516863266
2021-04-30,0.017000245184147812,0.03857948168795823,0.019830466063834623
2021-05-31,0.03457018552195645,0.016420110969496176,-0.055398649990449036
2021-06-30,0.04404302548052614,0.027156214616513193,0.03008865596805975
2021-07-31,0.039705100338236966,0.030123329065012232,0.061942303658429884
2021-08-31,0.0569362850856454,0.00932662527405213,0.11110151432557352
2021-09-30,0.05312162544410854,0.04449532503827326,0.19152176211075508
2021-10-31,0.0334195525062715,0.016056973514328145,0.22767044893573662
2021-11-30,0.054325924104996065,0.014432415440261238,0.22544150347205644
2021-12-31,0.06790010881552472,0.020271667069150456,0.17092970324748327
2022-01-31,0.05072744248261673,0.03732955247652404,0.22174690276390513
2022-02-28,0.05535199599936275,0.02069082102669034,0.22331100044300672
2022-03-31,0.04480526659480612,0.02469872174041404,0.2355080797242593
2022-04-30,0.019565944836162946,0.01982721785580055,0.2967510650066939
2022-05-31,0.06292968470653511,0.021633471793269646,0.2050351126567423
2022-06-30,0.06850398960850523,0.01648752045118554,0.18632866410881033
2022-07-31,0.04803322579578767,0.008438898945816594,0.13378252524474438
2022-08-31,0.055865741823997964,0.019991250566865452,0.14510436065287868
2022-09-30,0.03970652768942969,0.02511736144327706,0.11641544047299841
2022-10-31,0.021852518715943688,0.025079784825189175,0.03173210284054623
2022-11-30,0.06521315505774143,0.027902868930392642,0.007189734661788794
2022-12-31,0.03164910551820598,0.02951815738415844,-0.05018186743090677
2023-01-31,0.01956680896744643,0.03539949060265289,-0.08475806927318238
2023-02-28,0.011485968291157911,0.029771078005261718,-0.07277072748622479
2023-03-31,0.05864202904703273,0.028549142607862225,-0.09942830985633788
2023-04-30,0.023019760314068896,0.026104795826212147,-0.16691692771809002
2023-05-31,0.028836383988462652,0.010969553512741342,-0.1932103202385533
2023-06-30,0.019793412091851804,0.014934356565576458,-0.1866344800060664
2023-07-31,0.024690598830137654,0.010486339825595473,-0.1578641763171773
2023-08-31,0.055894054484528756,0.020425018075131977,-0.15440470352132132
2023-09-30,0.010819847001358308,0.008109802762712625,-0.13115962968930406
2023-10-31,0.016365411662039676,0.024195438488679437,-0.09495528734434354
2023-11-30,0.03549117838573922,0.021463356925684535,-0.007300057544610258
2023-12-31,0.0441044349406033,0.034736647537951935,-0.07351896336287507
2024-01-31,0.019460489638797054,0.016984296331856844,-0.03958311891039867
2024-02-29,0.040609536515185216,0.01879369423542024,-0.013229954781593285
2024-03-31,0.04967738209181072,0.032072124062798746,-0.039676791230656185
2024-04-30,0.02637580120468594,0.010947951513305644,0.00403401056999806
2024-05-31,0.024001431953115528,0.014060162416758552,-0.049598107672600186
2024-06-30,0.04703793151342245,0.019135167227076044,0.03647930295253195
2024-07-31,0.04797682166663162,0.007248210478853812,0.11636499885290674
2024-08-31,0.04199967539788882,0.005542132000759613,0.1561214532057596
2024-09-30,0.038198021522236905,-0.003412309775988484,0.06380794911378582
2024-10-31,0.03475345000759214,0.022759135233755824,0.08637917502090815
2024-11-30,0.01692398844326734,0.01259750133323704,0.09031313180316174
2024-12-31,0.019139501195425936,-0.00028569901749215393,0.2330882937937202
2025-01-31,0.046133194295386676,0.023555790884979586,0.26283420304499616
2025-02-28,0.03539124412195867,0.024857434378954265,0.16550356969001456
2025-03-31,0.014738308263042298,0.03474777296339583,0.14440367119243752
2025-04-30,0.04659330659494751,-0.004019479941296797,0.21604862912840628
2025-05-31,0.06468046577421685,0.024043547353939113,0.22538997220154772
2025-06-30,0.02139037968503721,0.026664656747755137,0.1716433018508767
2025-07-31,0.023405676016656964,0.024769309543013516,0.17573384193330446
2025-08-31,0.03495919806376378,0.007937053752965773,0.20258221131602205
2025-09-30,0.06831157996971712,0.020610674117566084,0.2372935556376673
2025-10-31,0.039517105904484165,0.035199349918485834,0.24303233018251333
2025-11-30,0.05171583383882991,0.013096613521833906,0.23301434583594927
2025-12-31,0.023820921246776657,0.02106098930708078,0.19418402374519406
2026-01-31,0.06622009435999615,0.026997990889088764,0.21168033040527795
2026-02-28,0.06100109949012864,0.025043890389423746,0.2193537610548612
2026-03-31,0.03098022889592389,0.008199033607270693,0.23630054960372185
2026-04-30,0.050540983614603026,0.02912881851323923,0.2115040647470881
2026-05-31,0.0175947870004592,0.008491746161483833,0.24606257121195702
2026-06-30,0.02631295435327983,0.003540638358457523,0.21308445611256088
2026-07-31,0.041145795396613546,0.026800119821673785,0.2862119060883833
2026-08-31,0.048867477315526014,-0.004774547014506112,0.31689728234959236
2026-09-30,0.031623701109250835,0.016112847915002462,0.36768755290742533
2026-10-31,0.03064754204482538,0.03432060993095251,0.3632455926940575
2026-11-30,0.029573938398423934,0.0250611076001628,0.45517957574179213
2026-12-31,0.03663051536691172,0.014652754431128366,0.4918897703059887
2027-01-31,0.06477336644791037,0.02488501904661467,0.48172268647785327
2027-02-28,0.06918007323910205,0.024959790693962702,0.48333714447366427
2027-03-31,0.058483062409228945,0.008896479447206078,0.48970782786217
2027-04-30,0.03667240468376534,0.012517788798747867,0.4919690925553394
2027-05-31,0.042625174785645766,0.030273489148946245,0.4719369065105118
2027-06-30,0.025864203938468174,0.012545997022980216,0.5203540497446928
2027-07-31,0.046773035124931875,0.01733703321195557,0.49785144461265574
2027-08-31,0.011880107157503218,0.02587000808445302,0.5056491416724417
2027-09-30,0.050758041725006496,0.019904137207113266,0.5115533466522172
2027-10-31,0.01944039640379439,0.022263220049000228,0.5369056222305404
2027-11-30,0.012842439962045475,0.0287906643285833,0.5783197262916294
2027-12-31,0.023794992926260992,0.015979845874391007,0.595574027983604
2028-01-31,0.040697384143978076,0.008970949962230721,0.620476542228805
2028-02-29,0.02054086970879567,0.024605834667065014,0.5878909466208965
2028-03-31,0.06091859268277392,0.017636220108005536,0.6591530150789832
2028-04-30,0.03103064831796274,0.011141120619418046,0.7087500267137388
2028-05-31,0.027850449390421257,0.027377540710239113,0.794635824203549
2028-06-30,0.03559591969802579,0.03240367622740373,0.8289981674643662
2028-07-31,0.018456350804273047,0.024332131888495753,0.8980210955346095
2028-08-31,0.03377289636525639,0.025331653541759577,0.9026460738555858
2028-09-30,0.046736503453521816,0.004035410893742188,0.9637755079893383
2028-10-31,0.05364924156340939,0.01731342164141864,0.9767984385119285
2028-11-30,0.06926564116746114,0.009061706714099982,0.995421370631425
2028-12-31,0.023042771874059953,0.023535152770499484,0.9831910683062286
2029-01-31,0.05118024077919263,0.020831212793958265,1.0466513179264552
2029-02-28,0.037388103133430425,0.013440941124413432,1.0810324207219584
2029-03-31,0.03056881160936871,0.02187062159145527,1.0881568005734754
2029-04-30,0.06532503980321529,0.0011478067720565276,1.1620965699275805
2029-05-31,0.06054816766635779,0.02433325828458071,1.1623059809691807
2029-06-30,0.012804591671749951,0.03658326751706047,1.130324399700019
2029-07-31,0.04084718247728233,0.03714845987177879,1.0722921936424108
2029-08-31,0.038501326259137644,0.02656864464178569,1.0791618769992175
2029-09-30,0.02516062434920713,0.020331962007605238,1.138324804683482
2029-10-31,0.05984919034377729,0.011935255635136642,1.1589990759787876
2029-11-30,0.013405681478542614,0.026900306966696534,1.1463726565187633
2029-12-31,0.04758531996535023,0.01454753737292177,1.0522673063668182
